Date,Close points,Open points,Maximum points,Minimum Points,Volume,Variation
02.10.2008,"46145,1","49805,26","49805,26","45113,44","1,68M","-7,34%"
01.10.2008,"49798,65","49537,66","49833,82","47640,83","1,50M","0,52%"
30.09.2008,"49541,27","46026,37","49541,27","46026,37","1,56M","7,63%"
29.09.2008,"46028,06","50742,95","50742,95","43766,34","1,88M","-9,36%"
26.09.2008,"50782,99","51824,4","51824,4","49902,43","1,99M","-2,02%"
25.09.2008,"51828,46","49848,14","51866,67","49848,14","1,40M","3,98%"
24.09.2008,"49842,99","49598,31","50747,35","49598,31","1,20M","0,50%"
23.09.2008,"49593,17","51536,57","51856,04","49288,71","1,65M","-3,78%"
22.09.2008,"51540,58","53055,38","53455,18","51530,27","1,45M","-2,86%"
19.09.2008,"53055,38","48423,6","53168,32","48423,6","2,10M","9,57%"
18.09.2008,"48422,75","45908,51","49002,18","45294,81","2,33M","5,48%"
17.09.2008,"45908,51","49218,19","49218,19","45859,02","2,32M","-6,74%"
16.09.2008,"49228,92","48403,94","49312,82","46260,53","2,05M","1,68%"
15.09.2008,"48416,33","52385,64","52385,64","48408,91","1,59M","-7,59%"
12.09.2008,"52392,86","51267,07","52590,63","50789,43","1,39M","2,19%"
11.09.2008,"51270,4","49628,61","51270,4","48216,77","1,56M","3,30%"
10.09.2008,"49633,16","48439,44","49956,55","47606,11","1,90M","2,47%"
09.09.2008,"48435,3","50710,98","50710,98","48418,56","1,48M","-4,50%"
08.09.2008,"50717,97","51939,6","53706,24","50645,5","1,47M","-2,35%"
05.09.2008,"51939,6","51404,44","51939,6","50091,55","1,44M","1,03%"
04.09.2008,"51408,54","53527,01","53749,46","51156,99","1,54M","-3,96%"
03.09.2008,"53527,01","54413,83","55241,03","52891,08","1,44M","-1,61%"
02.09.2008,"54404,41","55161,44","55412,49","54207,07","1,16M","-1,37%"
01.09.2008,"55162,14","55665,33","55665,33","54933,12","520,00K","-0,93%"
29.08.2008,"55680,41","56388,21","56856,23","55677,65","1,10M","-1,24%"
28.08.2008,"56382,22","55515,95","56523,72","55515,95","1,06M","1,55%"
27.08.2008,"55519,24","54365,76","55591,07","54365,76","881,67K","2,13%"
26.08.2008,"54358,7","54477,25","55088,13","54152,96","836,27K","-0,22%"
25.08.2008,"54477,25","55854,02","55906,48","54468,01","653,40K","-2,46%"
22.08.2008,"55850,13","55933,21","56430,48","55201,61","823,43K","-0,15%"
21.08.2008,"55934,69","55379,54","56144,39","55379,54","1,11M","1,01%"
20.08.2008,"55377,15","53640,51","55545,42","53640,51","1,15M","3,24%"
19.08.2008,"53638,69","53326,23","54328,94","52344,56","1,01M","0,59%"
18.08.2008,"53326,54","54252,29","54928,46","53050,02","846,96K","-1,69%"
15.08.2008,"54244,03","55136,96","55306,52","53831,34","945,79K","-1,62%"
14.08.2008,"55138,35","54573,15","55725,01","54573,15","1,07M","1,04%"
13.08.2008,"54573,18","54509,03","55491,72","54035,14","1,92M","0,13%"
12.08.2008,"54502,97","54721,04","55355,3","54324,61","1,23M","-0,40%"
11.08.2008,"54720,25","56589,81","56973,6","54568,81","1,21M","-3,29%"
08.08.2008,"56584,4","57017,58","57146,4","56151,64","1,05M","-0,76%"
07.08.2008,"57017,55","57546,42","57941,98","56960,27","1,12M","-0,91%"
06.08.2008,"57542,49","56472,73","57812,74","56472,73","1,27M","1,90%"
05.08.2008,"56470,59","55609,07","56974,24","55609,07","1,40M","1,55%"
04.08.2008,"55609,07","57619,11","57641,35","55366,53","1,15M","-3,51%"
01.08.2008,"57630,35","59505,17","59505,17","57491,9","999,46K","-3,15%"
31.07.2008,"59505,17","59997,64","60022,54","59225,49","1,28M","-0,82%"
30.07.2008,"59997,64","58069,19","59997,64","58069,19","1,53M","3,37%"
29.07.2008,"58042,87","56869,02","58042,87","56869,02","1,12M","2,06%"
28.07.2008,"56869,02","57206,97","58175,83","56839,19","887,59K","-0,58%"
25.07.2008,"57199,14","57419,58","57710,57","56417,98","1,18M","-0,41%"
24.07.2008,"57434,37","59425,41","59640,92","57333,53","1,78M","-3,34%"
23.07.2008,"59420,86","59646,25","60242,02","59312,55","1,42M","-0,38%"
22.07.2008,"59647,32","60771,79","60779,7","59230,55","1,20M","-1,85%"
21.07.2008,"60771,79","60002,47","61275,19","60002,47","1,23M","1,31%"
18.07.2008,"59988,1","60105,81","61298,98","59479,22","1,23M","-0,20%"
17.07.2008,"60108,72","62062,53","62606,12","59984,68","1,89M","-3,14%"
16.07.2008,"62056,47","61018,09",62183,"60863,47","1,58M","1,71%"
15.07.2008,"61015,09","60714,78","61678,51","58789,86","1,47M","0,48%"
14.07.2008,"60720,9","60155,75","61305,82","60155,75","970,37K","0,95%"
11.07.2008,"60148,26","60256,07","61053,44","59602,76","1,05M","-0,17%"
10.07.2008,"60252,74","59527,6","60588,93","58337,52","1,49M","1,20%"
08.07.2008,"59535,95","59081,05","59535,95","57945,36","1,24M","0,76%"
07.07.2008,"59088,2","59372,01","60794,74","58730,71","1,08M","-0,47%"
04.07.2008,"59365,35","59266,14","59778,93","58785,94","642,07K","0,16%"
03.07.2008,"59273,38","61093,82","61600,61","59242,85","1,21M","-3,00%"
02.07.2008,"61106,22","63396,57","63944,7","61027,5","1,31M","-3,61%"
01.07.2008,"63396,19","65017,58","65017,58","62910,95","1,26M","-2,49%"
30.06.2008,"65017,58","64326,13","65352,54","64326,13","970,44K","1,08%"
27.06.2008,"64321,11","63951,27","64623,64","63880,73","1,10M","0,59%"
26.06.2008,"63946,92","65804,44","65804,44","63688,9","1,27M","-2,89%"
25.06.2008,"65853,34","64172,9","66307,9","64172,9","1,35M","2,63%"
24.06.2008,"64167,77","64635,81","65083,85","63713,42","1,13M","-0,73%"
23.06.2008,"64640,45","64621,5","65400,71","64440,24","858,52K","0,04%"
20.06.2008,"64613,79","66584,22","66610,52","64602,04","1,14M","-2,97%"
19.06.2008,"66590,41","67089,95","67338,59","66182,2","1,17M","-0,75%"
18.06.2008,"67090,45","68430,93","68430,93","66917,43","1,36M","-1,97%"
17.06.2008,"68437,5","67284,09","69028,88","67284,09","1,20M","1,71%"
16.06.2008,"67284,61","67205,58","67617,63","66430,34","1,04M","0,12%"
13.06.2008,"67203,52","67325,52","67884,51","66906,5","917,32K","-0,17%"
12.06.2008,"67319,63","66797,72","67958,45","66797,72","1,14M","0,79%"
11.06.2008,"66794,76","67774,94","68061,4","66714,69","1,25M","-1,45%"
10.06.2008,"67774,94","69275,43","69275,43","67066,83","1,26M","-2,17%"
09.06.2008,"69281,2","69785,87","69989,88","68534,13","1,03M","-0,72%"
06.06.2008,"69785,87","71207,84","71210,86","69515,3","1,20M","-2,00%"
05.06.2008,"71209,12","68673,87","71247,63","68673,87","1,22M","3,69%"
04.06.2008,"68673,13","70011,91","70011,91","68464,59","1,44M","-1,91%"
03.06.2008,"70011,91","71897,25","72018,7","69602,09","1,30M","-2,62%"
02.06.2008,"71897,25","72592,5","72592,5","71352,16","1,17M","-0,96%"
30.05.2008,"72592,5","71797,54","72861,91","71766,37","1,77M","1,11%"
29.05.2008,"71797,54","73154,13","73920,38","71694,88","1,54M","-1,85%"
28.05.2008,"73153,23","70994,79","73179,77","70733,51","1,46M","3,04%"
27.05.2008,"70992,05","71629,19","71659,23","70334,88","1,41M","-0,89%"
26.05.2008,"71628,73","71451,8","71988,11","71423,36","503,20K","0,25%"
23.05.2008,"71451,8","72295,23","72295,23","70774,22","1,09M","-1,17%"
21.05.2008,"72294,8","73507,68","73779,61","72149,62","1,46M","-1,66%"
20.05.2008,"73516,8","73444,94","73522,48","72146,36","1,26M","0,11%"
19.05.2008,"73438,83","72766,93","73794,13","72457,54","1,49M","0,92%"
16.05.2008,"72766,93","71496,16","72766,93","71496,16","1,35M","1,78%"
15.05.2008,"71492,36","70031,13","71492,36","70031,13","1,14M","2,09%"
14.05.2008,"70026,62","70495,05","70966,31","70026,62","1,20M","-0,68%"
13.05.2008,"70503,25","70422,26","71084,38","70107,59","1,21M","0,12%"
12.05.2008,"70415,81","69645,7","70420,31","69068,13","966,70K","1,11%"
09.05.2008,"69645,7","69721,84","69721,84","68764,04","841,25K","-0,11%"
08.05.2008,"69722,25","69020,94","69876,93","69013,56","975,06K","1,02%"
07.05.2008,"69017,66","70201,34","70545,12","68599,16","1,34M","-1,68%"
06.05.2008,"70195,27","70175,12","70215,16","69561,4","1,52M","0,03%"
05.05.2008,"70174,88","69366,38","70434,73","69366,38","1,35M","1,17%"
02.05.2008,"69366,38","67868,88","70973,02","67865,02","1,98M","2,21%"
30.04.2008,"67868,45","63825,74","68037,83","63825,74","2,11M","6,33%"
29.04.2008,"63825,74","65677,73","65677,73","63705,59","1,11M","-2,82%"
28.04.2008,"65677,73",65191,"66025,09",65191,"1,18M","0,75%"
25.04.2008,"65187,34","64576,44","65252,9","64172,24","1,11M","0,95%"
24.04.2008,"64576,26","64946,22","65086,2","64223,04","971,55K","-0,57%"
23.04.2008,"64947,54","65413,43","65689,38","64913,77","862,85K","-0,71%"
22.04.2008,"65412,66","64921,81","65689,31","64921,81","965,74K","0,75%"
18.04.2008,"64922,67","64553,71","65384,35","64553,71","856,82K","0,57%"
17.04.2008,"64552,42","64150,05","64944,64","63598,52","908,42K","0,62%"
16.04.2008,"64151,94","62624,53","64314,35","62624,53","1,24M","2,45%"
15.04.2008,"62618,39","62150,93","62824,68","62150,93","841,67K","0,75%"
14.04.2008,"62153,45","62592,09","62733,2","61466,5","926,68K","-0,69%"
11.04.2008,"62585,21","63525,64","63525,64","62458,54","696,84K","-1,48%"
10.04.2008,"63527,11","63475,45","63645,7","62712,06","909,31K","0,08%"
09.04.2008,"63476,92","64539,54","64620,65","63166,75","863,32K","-1,65%"
08.04.2008,"64539,54","64179,94","64832,82","63452,84","877,99K","0,57%"
07.04.2008,"64175,58","64446,55","65409,19","63919,45","909,33K","-0,42%"
04.04.2008,"64445,97","64177,36","64629,65","63905,5","812,76K","0,42%"
03.04.2008,"64175,05","63367,23","64731,13","62792,84","1,04M","1,28%"
02.04.2008,"63364,36","62775,2","63816,23","62775,2","1,08M","0,94%"
01.04.2008,"62774,85","60965,07","62787,75","60965,07","1,21M","2,96%"
31.03.2008,"60968,07","60449,01","60982,43","59916,64","2,17M","0,85%"
28.03.2008,"60452,12","60762,15","61061,67","60192,38","1,67M","-0,51%"
27.03.2008,"60761,68","61418,15","62199,83","60678,78","1,64M","-1,06%"
26.03.2008,"61415,28","61234,06","61848,84","60758,65","2,35M","0,30%"
25.03.2008,"61234,06","59820,02","61616,29","59820,02","2,52M","2,38%"
24.03.2008,"59812,53","58993,66","61083,26","58993,66","2,29M","1,40%"
20.03.2008,"58987,31","58818,12","59169,98","57824,19","2,72M","0,27%"
19.03.2008,"58827,36","61936,19","62372,37","58805,4","2,23M","-5,01%"
18.03.2008,"61932,78","60039,82","61932,78","60039,82","3,08M","3,20%"
17.03.2008,"60011,84","61987,36","61987,36","59342,48","2,13M","-3,19%"
14.03.2008,"61990,99","62279,71","63027,51","60709,6","2,81M","-0,46%"
13.03.2008,"62279,71","62174,62","62412,62","60167,91","3,85M","0,17%"
12.03.2008,"62176,58","62378,06","63036,19","62022,17","2,32M","-0,31%"
11.03.2008,"62367,72","60005,77","62367,72","60005,77","3,22M","3,95%"
10.03.2008,"59999,27","61868,59","61923,27","59995,85","1,90M","-3,02%"
07.03.2008,"61867,99","62972,65","62972,65","61382,11","2,49M","-1,76%"
06.03.2008,"62974,65","64630,53","64676,49","62974,65","2,25M","-2,56%"
05.03.2008,"64629,48","63653,49","65044,79","63653,49","2,32M","1,53%"
04.03.2008,"63655,54","64486,44","64530,42","62745,45","2,14M","-1,29%"
03.03.2008,"64490,46","63496,48","64643,52","63158,95","2,27M","1,58%"
29.02.2008,"63489,3","65552,93","65552,93","63482,34","2,82M","-3,15%"
28.02.2008,"65555,08","65494,85","66005,16","65248,24","3,69M","0,09%"
27.02.2008,"65494,85","65177,83","65968,16","64647,43","4,84M","0,48%"
26.02.2008,"65182,61","64994,08","65399,12","63983,12","3,56M","0,28%"
25.02.2008,"65000,94","64604,69","65012,87","64060,18","2,37M","0,61%"
22.02.2008,"64608,78","63780,45","64608,78","63360,23","2,08M","1,28%"
21.02.2008,"63792,23","63747,65","64631,28","63620,38","2,42M","0,07%"
20.02.2008,"63747,49","62292,08",63780,"61634,16","2,76M","2,33%"
19.02.2008,"62296,54","62801,43","63589,61","62180,1","2,09M","-0,80%"
18.02.2008,"62801,43","61291,53","62883,46","61291,53","1,50M","2,50%"
15.02.2008,"61271,87","61803,04","61803,04","60716,71","2,35M","-0,89%"
14.02.2008,"61818,99","62595,11","63224,11","61737,14","2,36M","-1,23%"
13.02.2008,"62590,65","61801,7","63001,92","61801,7","4,42M","1,27%"
12.02.2008,"61805,47","60645,01","62827,74","60645,01","13,47M","1,92%"
11.02.2008,"60643,22","59080,53","60805,18","59080,53","2,57M","2,65%"
08.02.2008,"59075,98","58966,6","59519,68","58842,96","2,02M","0,19%"
07.02.2008,"58965,48","58965,18","59581,4","58029,7","3,99M","-0,01%"
06.02.2008,"58968,53","61076,25","61076,25","58742,19","2,05M","-3,46%"
01.02.2008,"61079,83","59490,9","61186,94","59490,9","3,60M","2,67%"
31.01.2008,"59490,4","60287,65","60287,65","57886,07","6,16M","-1,33%"
30.01.2008,"60289,41","59521,56","60289,41","58751,65","4,31M","1,28%"
29.01.2008,"59529,58","58597,3","59714,71","58597,3","3,44M","1,60%"
28.01.2008,"58593,78","57456,89","58721,43","56360,45","3,93M","1,97%"
24.01.2008,"57463,31","54242,44","57674,99","54242,44","3,80M","5,95%"
23.01.2008,"54234,82","56098,33","56098,33","53010,96","3,72M","-3,32%"
22.01.2008,"56097,18","53704,88","56540,56","53609,69","3,65M","4,45%"
21.01.2008,"53709,11","57503,31","57503,31","53486,83","3,57M","-6,60%"
18.01.2008,"57506,47","57039,43","58290,57","56241,32","5,81M","0,82%"
17.01.2008,"57036,85","58773,45","59643,17","56734,43","3,59M","-2,96%"
16.01.2008,"58777,45","59905,53","59905,53","58077,04","3,46M","-1,89%"
15.01.2008,"59907,06","62179,8","62179,8","59896,79","4,08M","-3,67%"
14.01.2008,"62187,78","61950,01","62536,2","61643,08","2,83M","0,40%"
11.01.2008,"61942,36","63514,16","63514,16","61942,36","2,92M","-2,48%"
10.01.2008,"63515,48","62677,21","63614,65","62593,99","3,23M","1,34%"
09.01.2008,"62673,69",62078,"62673,69","61486,54","3,48M","0,96%"
08.01.2008,"62080,73","60771,31","62650,11","60771,31","3,31M","2,15%"
07.01.2008,"60772,15","61054,2","61505,4","60091,6","2,22M","-0,43%"
04.01.2008,"61036,61","62898,15","63436,15","60574,03","2,61M","-2,95%"
03.01.2008,"62891,97","62814,32","63129,16","62555,62","1,90M","0,12%"
02.01.2008,"62815,13","63884,68","63906,07","62658,66","2,98M","-1,68%"
28.12.2007,"63886,1","63776,07","64123,55","63598,17","2,59M","0,18%"
27.12.2007,"63774,38",64287,"64583,78","63589,81","2,04M","-0,80%"
26.12.2007,"64288,26","63100,57","64304,39","63100,57","1,82M","1,89%"
21.12.2007,"63097,71","61725,4","63397,61","61725,4","2,45M","2,24%"
20.12.2007,"61716,2","61723,57","62466,67","61416,21","4,80M","-0,01%"
19.12.2007,"61721,71","61107,88","61733,68","60914,75","3,74M","1,02%"
18.12.2007,"61096,28","59832,24","61421,47","59414,24","3,62M","2,12%"
17.12.2007,"59828,21","62444,64","62444,64","59820,27","2,24M","-4,19%"
14.12.2007,"62444,97","62867,81","63454,75","62444,97","3,05M","-0,66%"
13.12.2007,"62860,99","64735,3","64735,3","62466,29","2,94M","-2,90%"
12.12.2007,"64741,69","64512,42","66171,43","64502,06","3,12M","0,36%"
11.12.2007,"64512,26","65448,2","66450,51","64127,46","4,64M","-1,43%"
10.12.2007,"65445,96","65642,23","65873,98","65227,91","3,68M","-0,29%"
07.12.2007,"65638,54","65789,02","66528,63","65278,28","2,29M","-0,23%"
06.12.2007,"65790,8","64929,09","65790,8","64691,82","3,11M","1,33%"
05.12.2007,"64927,96","63482,96","65203,83","63482,96","2,59M","2,28%"
04.12.2007,"63481,53","63202,76",63722,"62372,56","1,95M","0,45%"
03.12.2007,"63199,85","63018,43","63681,63","62729,47","1,71M","0,31%"
30.11.2007,"63006,16","62157,1","63701,32","62157,1","4,85M","1,37%"
29.11.2007,"62156,34","61719,68","63190,4","61465,2","5,98M","0,72%"
28.11.2007,"61714,64","59431,92","61857,99","59431,92","6,12M","3,84%"
27.11.2007,"59431,5","59067,48","59971,23","58095,92","6,15M","0,61%"
26.11.2007,"59069,17","60973,22","61559,6","59067,25","6,20M","-3,12%"
23.11.2007,"60970,9","60661,94","61334,35","60661,94","8,92M","0,52%"
22.11.2007,"60653,01","60581,54","61101,71","60124,43","2,22M","0,12%"
21.11.2007,"60581,54","62335,11","62335,11","59846,62","6,54M","-2,81%"
19.11.2007,"62336,02","64609,38","64609,38","62320,7","3,82M","-3,52%"
16.11.2007,"64609,38","64634,18","64801,7","63627,27","4,45M","-0,03%"
14.11.2007,"64630,87","62918,68","64895,91","62918,68","10,89M","2,71%"
13.11.2007,"62927,03","61525,89","62932,68","61034,29","5,98M","2,28%"
12.11.2007,"61526,87","64320,56","64320,56","61451,64","5,39M","-4,34%"
09.11.2007,"64320,56","63571,45","65281,09","62279,04","6,87M","1,19%"
08.11.2007,"63561,91","63503,35","65282,55","63140,3","7,20M","0,10%"
07.11.2007,"63500,62","64503,43","64602,92","63222,55","112,10K","-1,55%"
06.11.2007,"64503,43","62967,1","64523,51","62967,1","4,56M","2,45%"
05.11.2007,"62959,55","64049,03","64049,03","62720,43","9,28M","-1,70%"
01.11.2007,"64050,08","65316,79","65316,86","63773,65","6,19M","-1,94%"
31.10.2007,"65317,7","64385,35","65948,88","64385,35","4,32M","1,45%"
30.10.2007,"64383,13","65044,31","65147,1","64264,33","7,82M","-1,02%"
29.10.2007,"65044,31","64275,19","65670,01","64275,19","7,74M","1,20%"
26.10.2007,"64275,58","62345,55","64319,88","62345,55","6,24M","3,10%"
25.10.2007,"62341,49","62627,95","63206,11","61968,42","6,49M","-0,45%"
24.10.2007,"62624,81","62693,17","62815,64","61447,77","7,75M","-0,12%"
23.10.2007,"62697,14","61213,66","62773,27","61213,66","7,59M","2,42%"
22.10.2007,"61215,13","60884,38","61378,65","59472,98","4,19M","0,53%"
19.10.2007,"60894,29","63270,18","63348,94","60882,69","5,45M","-3,74%"
18.10.2007,"63261,33","63192,24","63322,03","61943,44","4,54M","0,11%"
17.10.2007,"63193,67","61720,18","63193,67","61459,8","7,64M","2,39%"
16.10.2007,"61717,9","62964,72","62964,72","61564,64","4,90M","-1,99%"
15.10.2007,62969,62455,63841,62411,"520,87K","0,82%"
11.10.2007,"62455,77","63197,04","64168,92","61487,32","5,27M","-1,17%"
10.10.2007,"63197,04","63549,84","63565,13","62894,13","4,72M","-0,55%"
09.10.2007,"63548,69","62660,85","63658,27","62660,85","7,51M","1,42%"
08.10.2007,"62660,85","62318,56","62724,95","61841,04","4,08M","0,55%"
05.10.2007,"62318,72","60408,44","62704,03","60408,44","9,08M","3,17%"
04.10.2007,"60406,72","60102,34","61080,12","59535,84","8,71M","0,51%"
03.10.2007,"60098,57","62020,95","62020,95","60093,52","6,85M","-3,09%"
02.10.2007,"62017,12","62340,81","62356,09","61240,82","6,10M","-0,52%"
01.10.2007,"62340,34","60465,06","62355,43","60465,06","15,39M","3,10%"
28.09.2007,"60465,06","61054,34","61054,34","60086,15","5,43M","-0,96%"
27.09.2007,"61052,44","59713,22","61052,44","59713,22","6,39M","2,24%"
26.09.2007,"59714,83","58858,7","59825,45","58858,7","6,10M","1,46%"
25.09.2007,"58857,78","58717,11","58861,96","57968,77","3,46M","0,24%"
24.09.2007,"58719,37","57799,05","58719,37","57799,05","5,82M","1,59%"
21.09.2007,"57798,79","56919,43","57899,41","56919,43","7,36M","1,57%"
20.09.2007,"56906,44","57262,52","57609,08","56607,45","4,66M","-0,62%"
19.09.2007,"57264,22","56674,65","58079,23","56674,65","7,79M","1,06%"
18.09.2007,"56666,3","54351,04","56844,21","54351,04","7,55M","4,28%"
17.09.2007,"54340,54",54671,54733,"53690,65","4,18M","-0,60%"
14.09.2007,54671,"54909,01","55465,17","54378,19","5,84M","-0,43%"
13.09.2007,"54908,18","53882,71","55086,96","53882,71","3,63M","1,90%"
12.09.2007,"53882,71","53921,81","54621,83","53718,36","5,60M","-0,07%"
11.09.2007,"53920,57","52659,64","53953,99","52659,64","4,89M","2,41%"
10.09.2007,"52652,57","54554,02","54554,02","52320,99","4,08M","-3,51%"
06.09.2007,54569,"54413,09","55093,97","54413,09","5,90M","0,30%"
05.09.2007,"54407,83","55243,23","55243,23","54155,74","2,83M","-1,53%"
04.09.2007,"55250,47","54833,88","55566,48","54587,92","9,58M","0,76%"
03.09.2007,"54832,51","54641,11","54997,63","54519,16","5,24M","0,36%"
31.08.2007,"54637,24","52873,78","54714,82","52873,78","46,50M","3,37%"
30.08.2007,"52857,84","52728,38","53644,79","52223,49","28,67M","0,23%"
29.08.2007,"52734,64","51647,5","52809,88","51647,07","20,05M","2,11%"
28.08.2007,"51645,33","53071,76","53071,76","51389,95","20,72M","-2,70%"
27.08.2007,"53078,15","52994,79","53395,84","52502,32","23,48M","0,15%"
24.08.2007,"52997,56","51844,66","52997,56","51389,55","48,70M","2,22%"
23.08.2007,"51848,23","51744,56","52350,97","51081,89","18,68M","0,20%"
22.08.2007,"51744,56","49815,08","51749,19","49815,08","26,17M","3,87%"
21.08.2007,"49815,08","49207,84","50064,39","48739,15","25,61M","1,24%"
20.08.2007,"49206,36","48560,76","49573,92","48560,76","40,15M","1,33%"
17.08.2007,"48558,76","48025,94","49588,36","46876,8","69,14M","1,13%"
16.08.2007,"48015,55","49280,59","49280,59","44937,65","94,94M","-2,58%"
15.08.2007,"49285,3","50911,69","51285,66","49106,44","108,09M","-3,19%"
